Cluster,WBC,RBC,HGB,HCT,MCV,MCH,MCHC,PLT
0,7272.727272727273,5.003636363636364,13.783636363636365,42.904242424242426,85.59030303030303,27.392727272727274,32.00121212121212,155757.57575757575
1,7861.467889908256,4.544587155963303,10.219266055045873,34.35504587155963,75.38165137614679,22.454128440366972,29.870642201834862,187046.78899082568
2,6598.0,4.074466666666666,10.720666666666666,34.73866666666667,85.24199999999999,26.313333333333333,30.87933333333333,164126.66666666666
